loan_amnt,term_months,int_rate,installment,annual_inc,dti,fico_range_low,open_acc,revol_util,total_acc,grade,home_ownership,purpose,verification_status,emp_length,loan_to_income,installment_to_income,defaulted
20000.0,60.0,11.99,444.79,80000.0,19.67,730.0,16.0,38.1,37.0,C,RENT,credit_card,Not Verified,5,0.25,0.0667,0
6000.0,36.0,9.17,191.28,89000.0,9.01,695.0,6.0,57.8,15.0,B,MORTGAGE,debt_consolidation,Source Verified,10_plus,0.0674,0.0258,0
1500.0,36.0,7.91,46.95,70000.0,0.96,690.0,10.0,33.8,36.0,A,MORTGAGE,home_improvement,Not Verified,10_plus,0.0214,0.008,0
7525.0,36.0,17.27,269.3,32000.0,33.91,705.0,10.0,55.8,34.0,D,RENT,debt_consolidation,Source Verified,10_plus,0.2352,0.101,1
25000.0,60.0,21.48,683.11,65000.0,16.84,700.0,5.0,47.9,11.0,E,RENT,debt_consolidation,Verified,4,0.3846,0.1261,1
13550.0,36.0,9.8,435.95,52500.0,17.1,745.0,11.0,16.4,35.0,B,MORTGAGE,debt_consolidation,Not Verified,10_plus,0.2581,0.0996,0
6000.0,36.0,9.17,191.28,65000.0,20.9,725.0,15.0,34.9,38.0,B,RENT,other,Not Verified,lt_1,0.0923,0.0353,0
18000.0,60.0,15.77,435.53,90000.0,16.44,675.0,6.0,50.0,16.0,D,MORTGAGE,major_purchase,Source Verified,4,0.2,0.0581,1
3975.0,36.0,12.88,133.71,62000.0,9.91,675.0,6.0,25.0,20.0,C,MORTGAGE,debt_consolidation,Not Verified,2,0.0641,0.0259,0
20000.0,36.0,7.49,622.04,47000.0,30.5,715.0,17.0,54.5,23.0,A,OWN,debt_consolidation,Not Verified,4,0.4255,0.1588,0
11800.0,36.0,15.77,413.52,75000.0,21.86,670.0,17.0,84.0,37.0,D,MORTGAGE,debt_consolidation,Not Verified,10_plus,0.1573,0.0662,0
24000.0,36.0,9.8,772.17,100000.0,25.55,660.0,19.0,56.1,38.0,B,RENT,debt_consolidation,Verified,2,0.24,0.0927,0
24000.0,60.0,7.91,485.61,123000.0,17.0,730.0,24.0,46.1,39.0,A,MORTGAGE,debt_consolidation,Source Verified,7,0.1951,0.0474,0
14000.0,36.0,5.32,421.61,100000.0,21.38,690.0,10.0,44.9,31.0,A,MORTGAGE,debt_consolidation,Source Verified,10_plus,0.14,0.0506,0
18000.0,36.0,9.17,573.83,55000.0,30.92,705.0,8.0,82.7,18.0,B,RENT,other,Source Verified,10_plus,0.3273,0.1252,0
25000.0,36.0,9.8,804.34,130000.0,11.73,670.0,15.0,59.6,44.0,B,MORTGAGE,credit_card,Verified,2,0.1923,0.0742,0
27500.0,36.0,18.99,1007.91,55000.0,22.58,690.0,7.0,70.5,52.0,E,RENT,debt_consolidation,Source Verified,10_plus,0.5,0.2199,0
15000.0,36.0,8.49,473.45,140000.0,21.42,670.0,10.0,79.3,20.0,B,MORTGAGE,credit_card,Source Verified,lt_1,0.1071,0.0406,0
26575.0,60.0,23.13,751.15,76000.0,19.88,685.0,13.0,52.0,34.0,F,MORTGAGE,debt_consolidation,Verified,10_plus,0.3497,0.1186,0
17600.0,36.0,17.27,629.86,40000.0,26.35,665.0,17.0,62.1,23.0,D,OWN,major_purchase,Source Verified,3,0.44,0.189,0
5000.0,36.0,8.49,157.82,37000.0,21.67,685.0,8.0,45.4,20.0,B,MORTGAGE,credit_card,Source Verified,3,0.1351,0.0512,0
28000.0,60.0,9.17,583.55,125000.0,16.95,755.0,11.0,36.1,31.0,B,MORTGAGE,debt_consolidation,Not Verified,8,0.224,0.056,1
25000.0,36.0,5.32,752.87,80000.0,19.4,765.0,12.0,36.3,27.0,A,MORTGAGE,debt_consolidation,Not Verified,1,0.3125,0.1129,0
9000.0,36.0,6.49,275.81,59000.0,8.67,785.0,6.0,30.4,6.0,A,MORTGAGE,debt_consolidation,Not Verified,lt_1,0.1525,0.0561,0
19200.0,36.0,6.99,592.76,96000.0,21.59,735.0,8.0,81.4,27.0,A,MORTGAGE,credit_card,Not Verified,10_plus,0.2,0.0741,0
21000.0,36.0,10.78,685.33,130000.0,32.88,700.0,23.0,76.5,44.0,B,MORTGAGE,debt_consolidation,Not Verified,10_plus,0.1615,0.0633,0
8000.0,36.0,9.8,257.39,80000.0,22.08,700.0,16.0,36.4,39.0,B,OWN,debt_consolidation,Source Verified,lt_1,0.1,0.0386,1
14400.0,36.0,11.99,478.22,50000.0,25.32,715.0,7.0,40.3,51.0,C,MORTGAGE,debt_consolidation,Source Verified,2,0.288,0.1148,0
10000.0,36.0,9.8,321.74,80000.0,3.65,675.0,9.0,27.4,13.0,B,MORTGAGE,debt_consolidation,Source Verified,7,0.125,0.0483,0
13000.0,36.0,7.89,406.72,57660.0,8.2,685.0,4.0,78.0,13.0,A,RENT,credit_card,Source Verified,5,0.2255,0.0846,0
28000.0,60.0,19.48,733.76,88000.0,22.83,670.0,12.0,76.2,45.0,E,MORTGAGE,home_improvement,Verified,5,0.3182,0.1001,1
9000.0,36.0,9.8,289.57,74000.0,6.91,675.0,6.0,86.7,18.0,B,MORTGAGE,credit_card,Not Verified,10_plus,0.1216,0.047,0
15000.0,36.0,14.85,518.88,115000.0,17.7,675.0,29.0,37.0,33.0,C,MORTGAGE,credit_card,Verified,9,0.1304,0.0541,0
32000.0,36.0,17.27,1145.2,88000.0,14.07,700.0,5.0,0.0,10.0,D,MORTGAGE,home_improvement,Source Verified,9,0.3636,0.1562,0
6025.0,36.0,12.59,201.82,38000.0,27.99,705.0,13.0,37.5,23.0,C,OWN,other,Not Verified,unknown,0.1586,0.0637,0
10400.0,60.0,12.88,236.0,52000.0,8.7,805.0,15.0,10.3,26.0,C,RENT,debt_consolidation,Source Verified,5,0.2,0.0545,1
2700.0,36.0,10.78,88.12,29000.0,2.48,670.0,8.0,17.6,19.0,B,OWN,credit_card,Not Verified,unknown,0.0931,0.0365,0
4000.0,36.0,9.17,127.52,49000.0,12.93,695.0,12.0,43.1,34.0,B,MORTGAGE,debt_consolidation,Not Verified,10_plus,0.0816,0.0312,0
6375.0,36.0,17.97,230.38,107000.0,8.24,675.0,6.0,26.6,14.0,D,RENT,debt_consolidation,Source Verified,3,0.0596,0.0258,1
21300.0,60.0,18.49,546.58,70095.0,8.08,755.0,3.0,100.0,8.0,D,MORTGAGE,debt_consolidation,Verified,8,0.3039,0.0936,0
2000.0,36.0,13.99,68.35,26700.0,34.02,660.0,15.0,33.4,44.0,C,MORTGAGE,credit_card,Source Verified,10_plus,0.0749,0.0307,0
20000.0,60.0,12.88,453.84,100000.0,8.41,675.0,11.0,90.0,18.0,C,RENT,debt_consolidation,Source Verified,10_plus,0.2,0.0545,0
35000.0,36.0,13.99,1196.05,104640.0,16.51,690.0,19.0,93.4,30.0,C,MORTGAGE,debt_consolidation,Verified,unknown,0.3345,0.1372,0
12000.0,36.0,11.99,398.52,110000.0,15.01,690.0,9.0,99.3,18.0,C,MORTGAGE,debt_consolidation,Verified,lt_1,0.1091,0.0435,0
8000.0,36.0,9.8,257.39,37000.0,39.09,710.0,10.0,28.9,24.0,B,MORTGAGE,debt_consolidation,Verified,3,0.2162,0.0835,0
6600.0,36.0,10.78,215.39,71000.0,10.6,665.0,5.0,79.7,9.0,B,RENT,debt_consolidation,Verified,10_plus,0.093,0.0364,0
19300.0,36.0,13.99,659.54,42000.0,23.2,710.0,25.0,35.9,35.0,C,RENT,debt_consolidation,Source Verified,10_plus,0.4595,0.1884,0
35000.0,60.0,11.48,769.39,90000.0,25.67,700.0,21.0,70.0,32.0,B,MORTGAGE,debt_consolidation,Verified,lt_1,0.3889,0.1026,1
35000.0,60.0,16.59,862.15,150000.0,14.56,665.0,12.0,47.5,19.0,D,MORTGAGE,debt_consolidation,Source Verified,8,0.2333,0.069,0
13000.0,36.0,5.32,391.5,86000.0,18.53,805.0,16.0,4.2,30.0,A,RENT,debt_consolidation,Not Verified,4,0.1512,0.0546,0
16000.0,36.0,9.17,510.07,120000.0,22.61,690.0,14.0,79.5,22.0,B,RENT,credit_card,Verified,1,0.1333,0.051,0
24000.0,36.0,13.44,813.76,89000.0,37.63,705.0,17.0,78.5,44.0,C,MORTGAGE,credit_card,Verified,unknown,0.2697,0.1097,0
15000.0,36.0,5.32,451.73,155000.0,8.66,715.0,7.0,30.4,13.0,A,RENT,debt_consolidation,Not Verified,lt_1,0.0968,0.035,0
20000.0,36.0,7.91,625.9,124000.0,11.4,690.0,17.0,34.7,42.0,A,MORTGAGE,credit_card,Not Verified,10_plus,0.1613,0.0606,0
22725.0,60.0,16.59,559.78,160000.0,8.59,670.0,10.0,67.5,13.0,D,MORTGAGE,credit_card,Source Verified,5,0.142,0.042,1
16000.0,60.0,18.99,414.97,75000.0,38.48,680.0,10.0,42.2,24.0,E,OWN,debt_consolidation,Verified,10_plus,0.2133,0.0664,0
15000.0,60.0,17.27,374.97,60000.0,35.43,665.0,16.0,45.6,36.0,D,MORTGAGE,debt_consolidation,Not Verified,2,0.25,0.075,1
20000.0,36.0,8.49,631.26,61097.0,27.14,705.0,15.0,54.9,35.0,B,RENT,credit_card,Not Verified,3,0.3273,0.124,0
18000.0,36.0,9.17,573.83,120000.0,20.13,660.0,11.0,66.5,22.0,B,RENT,credit_card,Verified,8,0.15,0.0574,0
12000.0,36.0,9.17,382.55,105000.0,7.39,660.0,7.0,49.6,25.0,B,RENT,debt_consolidation,Not Verified,10_plus,0.1143,0.0437,0
4800.0,36.0,9.17,153.02,96400.0,19.31,680.0,16.0,34.0,62.0,B,RENT,debt_consolidation,Verified,10_plus,0.0498,0.019,0
8800.0,36.0,6.49,269.68,87100.0,12.87,725.0,12.0,38.8,20.0,A,MORTGAGE,credit_card,Not Verified,10_plus,0.101,0.0372,0
1000.0,36.0,13.99,34.18,35000.0,26.82,660.0,18.0,59.2,23.0,C,RENT,other,Verified,2,0.0286,0.0117,0
27975.0,36.0,7.91,875.48,192000.0,1.75,780.0,10.0,4.2,16.0,A,RENT,major_purchase,Source Verified,lt_1,0.1457,0.0547,0
18700.0,36.0,7.49,581.61,105000.0,31.94,720.0,13.0,18.5,34.0,A,MORTGAGE,debt_consolidation,Not Verified,10_plus,0.1781,0.0665,0
30000.0,36.0,17.97,1084.13,70000.0,20.18,680.0,18.0,35.5,30.0,D,OWN,debt_consolidation,Source Verified,10_plus,0.4286,0.1859,0
6400.0,36.0,9.8,205.91,46000.0,27.39,710.0,7.0,54.1,17.0,B,RENT,debt_consolidation,Verified,lt_1,0.1391,0.0537,0
30950.0,60.0,23.13,874.81,90000.0,25.83,695.0,11.0,76.0,30.0,F,MORTGAGE,debt_consolidation,Verified,5,0.3439,0.1166,1
3000.0,36.0,9.17,95.64,25255.0,21.23,670.0,5.0,30.3,21.0,B,RENT,credit_card,Verified,unknown,0.1188,0.0454,0
18000.0,36.0,9.17,573.83,90000.0,14.28,660.0,17.0,92.4,32.0,B,MORTGAGE,credit_card,Not Verified,10_plus,0.2,0.0765,0
35000.0,60.0,9.8,740.21,145000.0,16.12,725.0,13.0,38.9,30.0,B,MORTGAGE,credit_card,Source Verified,3,0.2414,0.0613,0
4800.0,36.0,13.99,164.03,45000.0,25.36,705.0,10.0,15.5,13.0,C,MORTGAGE,major_purchase,Source Verified,5,0.1067,0.0437,0
16000.0,36.0,14.85,553.48,81500.0,29.24,690.0,10.0,91.1,31.0,C,MORTGAGE,credit_card,Verified,4,0.1963,0.0815,0
16000.0,36.0,5.32,481.84,75000.0,13.23,700.0,14.0,39.3,36.0,A,MORTGAGE,debt_consolidation,Source Verified,10_plus,0.2133,0.0771,0
21000.0,36.0,8.49,662.83,144000.0,20.24,670.0,17.0,88.6,47.0,B,MORTGAGE,credit_card,Source Verified,4,0.1458,0.0552,0
9000.0,36.0,5.32,271.04,25000.0,15.6,765.0,13.0,7.3,27.0,A,OWN,credit_card,Not Verified,unknown,0.36,0.1301,0
14600.0,36.0,8.49,460.82,67000.0,19.63,695.0,10.0,31.5,24.0,B,MORTGAGE,debt_consolidation,Not Verified,4,0.2179,0.0825,0
18000.0,36.0,14.85,622.66,35000.0,28.4,670.0,11.0,61.0,33.0,C,RENT,credit_card,Source Verified,3,0.5143,0.2135,1
15000.0,60.0,13.99,348.95,34980.0,38.25,660.0,15.0,42.5,35.0,C,OWN,debt_consolidation,Verified,lt_1,0.4288,0.1197,1
16650.0,36.0,10.78,543.37,70000.0,21.4,715.0,10.0,39.1,22.0,B,OWN,debt_consolidation,Not Verified,10_plus,0.2379,0.0931,1
20000.0,36.0,11.99,664.2,170000.0,15.9,670.0,14.0,85.2,27.0,C,MORTGAGE,home_improvement,Not Verified,10_plus,0.1176,0.0469,0
16100.0,60.0,15.77,389.56,65000.0,21.94,745.0,10.0,35.7,16.0,D,MORTGAGE,debt_consolidation,Not Verified,9,0.2477,0.0719,0
6500.0,36.0,11.48,214.29,38000.0,24.35,710.0,14.0,43.1,28.0,B,MORTGAGE,debt_consolidation,Verified,unknown,0.1711,0.0677,0
8000.0,36.0,13.44,271.26,74000.0,6.88,665.0,16.0,2.8,59.0,C,MORTGAGE,major_purchase,Verified,unknown,0.1081,0.044,0
7000.0,36.0,9.8,225.22,32000.0,20.07,710.0,16.0,25.6,34.0,B,MORTGAGE,debt_consolidation,Verified,lt_1,0.2188,0.0845,0
5000.0,36.0,9.8,160.87,150000.0,8.5,670.0,10.0,48.6,27.0,B,MORTGAGE,other,Verified,lt_1,0.0333,0.0129,0
30000.0,60.0,26.06,899.29,125000.0,23.25,660.0,21.0,45.3,61.0,F,RENT,debt_consolidation,Source Verified,2,0.24,0.0863,1
25000.0,60.0,18.99,648.38,75000.0,38.37,685.0,11.0,75.9,43.0,E,MORTGAGE,debt_consolidation,Verified,4,0.3333,0.1037,0
9200.0,36.0,11.48,303.3,55000.0,5.63,665.0,8.0,64.3,15.0,B,RENT,car,Source Verified,3,0.1673,0.0662,0
20400.0,60.0,16.59,502.51,60000.0,23.76,660.0,10.0,78.0,30.0,D,MORTGAGE,debt_consolidation,Verified,lt_1,0.34,0.1005,0
5000.0,36.0,9.17,159.4,86000.0,17.15,660.0,6.0,96.7,25.0,B,RENT,medical,Not Verified,1,0.0581,0.0222,0
24000.0,36.0,9.17,765.1,110000.0,17.27,720.0,11.0,58.8,20.0,B,RENT,debt_consolidation,Source Verified,lt_1,0.2182,0.0835,1
9600.0,36.0,5.32,289.11,250000.0,13.52,715.0,17.0,46.8,42.0,A,MORTGAGE,home_improvement,Source Verified,lt_1,0.0384,0.0139,0
34550.0,60.0,14.85,819.23,72000.0,15.61,780.0,12.0,16.6,29.0,C,RENT,debt_consolidation,Source Verified,1,0.4799,0.1365,0
7500.0,36.0,12.88,252.28,50000.0,26.26,665.0,24.0,10.7,49.0,C,RENT,other,Source Verified,3,0.15,0.0605,0
6000.0,36.0,11.48,197.8,48000.0,2.83,660.0,8.0,36.4,22.0,B,OWN,debt_consolidation,Source Verified,lt_1,0.125,0.0495,0
16000.0,36.0,14.85,553.48,46000.0,23.64,675.0,9.0,71.1,27.0,C,MORTGAGE,credit_card,Verified,6,0.3478,0.1444,0
6000.0,36.0,6.49,183.87,101000.0,4.19,705.0,5.0,73.8,15.0,A,MORTGAGE,credit_card,Not Verified,2,0.0594,0.0218,0
6000.0,36.0,11.48,197.8,31452.0,32.66,685.0,7.0,45.8,16.0,B,RENT,vacation,Verified,unknown,0.1908,0.0755,1
35000.0,36.0,7.91,1095.33,105000.0,19.39,755.0,11.0,44.2,21.0,A,MORTGAGE,credit_card,Source Verified,10_plus,0.3333,0.1252,0
1000.0,36.0,15.77,35.05,31999.0,24.83,670.0,7.0,92.2,16.0,D,RENT,other,Source Verified,lt_1,0.0313,0.0131,0
16000.0,36.0,15.77,560.7,124000.0,31.42,715.0,22.0,76.7,35.0,D,OWN,debt_consolidation,Not Verified,10_plus,0.129,0.0543,0
35000.0,60.0,13.99,814.21,108000.0,35.9,755.0,20.0,31.9,36.0,C,MORTGAGE,debt_consolidation,Verified,6,0.3241,0.0905,0
23650.0,60.0,16.59,582.57,87000.0,15.68,660.0,15.0,58.5,34.0,D,RENT,house,Not Verified,10_plus,0.2718,0.0804,1
21000.0,36.0,7.91,657.2,145000.0,10.97,680.0,6.0,65.2,32.0,A,MORTGAGE,debt_consolidation,Source Verified,lt_1,0.1448,0.0544,0
4000.0,36.0,9.8,128.7,100000.0,31.02,670.0,13.0,100.4,28.0,B,RENT,debt_consolidation,Not Verified,3,0.04,0.0154,0
4800.0,36.0,11.48,158.24,57500.0,9.1,660.0,9.0,53.0,20.0,B,MORTGAGE,debt_consolidation,Source Verified,lt_1,0.0835,0.033,0
7200.0,36.0,14.85,249.07,55000.0,10.84,695.0,12.0,31.8,20.0,C,RENT,debt_consolidation,Source Verified,2,0.1309,0.0543,0
16000.0,36.0,18.99,586.42,38168.0,27.23,675.0,6.0,28.0,13.0,E,MORTGAGE,other,Verified,2,0.4192,0.1844,1
21600.0,60.0,11.99,480.38,45000.0,10.05,680.0,5.0,70.5,17.0,C,MORTGAGE,credit_card,Not Verified,unknown,0.48,0.1281,0
10000.0,36.0,5.32,301.15,49000.0,23.56,730.0,15.0,27.0,22.0,A,OWN,credit_card,Not Verified,10_plus,0.2041,0.0738,0
5900.0,36.0,11.48,194.51,130000.0,16.99,660.0,6.0,56.0,34.0,B,RENT,credit_card,Source Verified,10_plus,0.0454,0.018,0
18500.0,36.0,6.49,566.93,72450.0,17.23,735.0,21.0,18.5,40.0,A,MORTGAGE,debt_consolidation,Not Verified,10_plus,0.2553,0.0939,0
6000.0,36.0,9.17,191.28,101947.0,8.13,675.0,13.0,47.7,27.0,B,MORTGAGE,debt_consolidation,Not Verified,10_plus,0.0589,0.0225,0
15000.0,36.0,5.32,451.73,72000.0,13.6,755.0,10.0,39.3,26.0,A,MORTGAGE,debt_consolidation,Not Verified,unknown,0.2083,0.0753,0
16000.0,36.0,10.78,522.16,91000.0,32.18,665.0,24.0,44.6,57.0,B,RENT,credit_card,Verified,1,0.1758,0.0689,0
10000.0,60.0,12.88,226.92,52000.0,35.01,705.0,9.0,71.0,39.0,C,MORTGAGE,debt_consolidation,Verified,10_plus,0.1923,0.0524,0
10000.0,36.0,7.91,312.95,55500.0,18.37,730.0,12.0,18.8,19.0,A,MORTGAGE,home_improvement,Source Verified,unknown,0.1802,0.0677,0
15000.0,36.0,13.44,508.6,65000.0,26.22,685.0,13.0,48.6,29.0,C,RENT,debt_consolidation,Verified,1,0.2308,0.0939,1
16000.0,60.0,19.89,422.93,90000.0,24.9,675.0,14.0,90.3,15.0,E,RENT,credit_card,Verified,4,0.1778,0.0564,0
16000.0,36.0,7.49,497.63,90000.0,10.87,680.0,6.0,53.0,15.0,A,MORTGAGE,debt_consolidation,Not Verified,10_plus,0.1778,0.0664,0
8000.0,36.0,13.99,273.39,31000.0,12.54,665.0,14.0,52.4,21.0,C,RENT,debt_consolidation,Verified,9,0.2581,0.1058,1
15000.0,36.0,9.17,478.19,55000.0,22.69,675.0,10.0,76.6,16.0,B,RENT,credit_card,Not Verified,10_plus,0.2727,0.1043,1
10000.0,36.0,11.48,329.67,32000.0,10.95,690.0,13.0,41.7,17.0,B,MORTGAGE,debt_consolidation,Verified,2,0.3125,0.1236,0
8500.0,36.0,10.78,277.4,55040.0,9.18,660.0,11.0,8.4,22.0,B,MORTGAGE,debt_consolidation,Not Verified,8,0.1544,0.0605,0
10000.0,36.0,9.8,321.74,60000.0,3.4,715.0,2.0,58.1,5.0,B,RENT,debt_consolidation,Source Verified,1,0.1667,0.0643,0
24150.0,60.0,19.48,632.86,56000.0,22.7,660.0,9.0,88.0,10.0,E,MORTGAGE,debt_consolidation,Verified,2,0.4312,0.1356,1
35000.0,36.0,13.67,1190.62,256000.0,15.72,700.0,32.0,54.9,87.0,C,MORTGAGE,home_improvement,Source Verified,1,0.1367,0.0558,0
8000.0,36.0,12.88,269.09,54000.0,19.16,700.0,19.0,17.0,21.0,C,MORTGAGE,home_improvement,Verified,10_plus,0.1481,0.0598,1
5000.0,36.0,11.48,164.84,60000.0,18.65,665.0,9.0,46.4,21.0,B,RENT,credit_card,Verified,1,0.0833,0.033,0
12000.0,60.0,9.17,250.1,72000.0,28.13,740.0,8.0,24.2,26.0,B,MORTGAGE,major_purchase,Not Verified,1,0.1667,0.0417,0
10000.0,36.0,10.78,326.35,39000.0,27.24,720.0,5.0,40.2,17.0,B,RENT,debt_consolidation,Not Verified,10_plus,0.2564,0.1004,0
16000.0,36.0,11.48,527.47,70000.0,26.11,685.0,13.0,66.3,21.0,B,RENT,debt_consolidation,Source Verified,3,0.2286,0.0904,1
20000.0,36.0,14.85,691.84,110000.0,18.72,695.0,14.0,38.8,25.0,C,RENT,debt_consolidation,Verified,3,0.1818,0.0755,0
11000.0,36.0,16.59,389.94,55000.0,22.37,665.0,10.0,32.9,18.0,D,RENT,debt_consolidation,Not Verified,10_plus,0.2,0.0851,1
13600.0,60.0,16.59,335.01,62000.0,30.64,660.0,12.0,63.7,38.0,D,RENT,credit_card,Verified,9,0.2194,0.0648,0
26475.0,60.0,21.48,723.41,84000.0,20.14,710.0,8.0,76.6,8.0,E,RENT,credit_card,Verified,unknown,0.3152,0.1033,1
5000.0,36.0,10.78,163.18,45036.0,17.29,685.0,11.0,50.1,18.0,B,OWN,home_improvement,Source Verified,3,0.111,0.0435,0
17475.0,36.0,8.49,551.57,65000.0,23.9,745.0,12.0,35.3,24.0,B,MORTGAGE,credit_card,Not Verified,10_plus,0.2688,0.1018,0
2500.0,36.0,8.49,78.91,51500.0,15.08,700.0,7.0,59.8,24.0,B,MORTGAGE,credit_card,Not Verified,2,0.0485,0.0184,0
8000.0,36.0,8.49,252.51,65000.0,16.16,695.0,12.0,36.7,30.0,B,RENT,debt_consolidation,Not Verified,10_plus,0.1231,0.0466,0
12675.0,60.0,22.45,353.33,27600.0,26.7,695.0,6.0,52.3,10.0,F,RENT,debt_consolidation,Source Verified,lt_1,0.4592,0.1536,1
1000.0,36.0,16.59,35.45,21600.0,37.44,675.0,8.0,73.6,17.0,D,RENT,debt_consolidation,Not Verified,6,0.0463,0.0197,0
5000.0,36.0,13.99,170.87,35050.0,5.24,660.0,5.0,77.1,5.0,C,RENT,credit_card,Source Verified,unknown,0.1427,0.0585,1
20000.0,36.0,6.49,612.89,99750.0,11.73,720.0,17.0,39.1,40.0,A,MORTGAGE,debt_consolidation,Not Verified,3,0.2005,0.0737,0
30000.0,36.0,12.88,1009.09,95000.0,34.7,695.0,14.0,97.9,44.0,C,MORTGAGE,credit_card,Verified,9,0.3158,0.1275,0
7850.0,36.0,13.44,266.17,50441.0,26.98,675.0,7.0,74.1,14.0,C,RENT,debt_consolidation,Verified,7,0.1556,0.0633,0
10325.0,36.0,22.45,396.73,90000.0,31.85,670.0,11.0,62.0,40.0,F,MORTGAGE,debt_consolidation,Verified,10_plus,0.1147,0.0529,1
18500.0,36.0,5.32,557.13,48700.0,25.33,790.0,15.0,24.2,29.0,A,OWN,debt_consolidation,Source Verified,3,0.3799,0.1373,1
20000.0,60.0,11.99,444.79,75000.0,18.41,715.0,20.0,38.8,31.0,C,MORTGAGE,debt_consolidation,Source Verified,lt_1,0.2667,0.0712,0
8375.0,36.0,10.78,273.32,68000.0,25.5,715.0,17.0,38.3,33.0,B,MORTGAGE,debt_consolidation,Not Verified,10_plus,0.1232,0.0482,1
10000.0,36.0,17.27,357.88,40000.0,17.05,665.0,17.0,48.7,19.0,D,OWN,debt_consolidation,Source Verified,4,0.25,0.1074,0
9000.0,36.0,9.17,286.92,84000.0,15.36,665.0,10.0,24.8,19.0,B,MORTGAGE,debt_consolidation,Not Verified,1,0.1071,0.041,0
10000.0,60.0,18.99,259.36,65000.0,26.48,680.0,7.0,94.6,20.0,E,OWN,debt_consolidation,Not Verified,10_plus,0.1538,0.0479,0
10500.0,36.0,11.48,346.15,50000.0,9.24,680.0,4.0,73.2,14.0,B,RENT,credit_card,Not Verified,lt_1,0.21,0.0831,0
28000.0,60.0,21.48,765.08,78000.0,26.35,680.0,6.0,61.8,12.0,E,MORTGAGE,major_purchase,Not Verified,10_plus,0.359,0.1177,1
7000.0,36.0,15.77,245.31,80000.0,13.28,675.0,6.0,31.5,10.0,D,MORTGAGE,debt_consolidation,Verified,6,0.0875,0.0368,0
5000.0,36.0,17.27,178.94,45000.0,19.76,710.0,5.0,55.7,17.0,D,MORTGAGE,medical,Not Verified,10_plus,0.1111,0.0477,0
7200.0,36.0,10.78,234.97,65000.0,24.15,660.0,5.0,94.8,10.0,B,OWN,debt_consolidation,Verified,10_plus,0.1108,0.0434,0
2500.0,36.0,15.77,87.61,48000.0,17.13,670.0,9.0,78.7,30.0,D,OWN,other,Verified,2,0.0521,0.0219,0
7000.0,36.0,9.17,223.16,100143.0,24.05,695.0,12.0,35.9,21.0,B,RENT,medical,Not Verified,6,0.0699,0.0267,1
15000.0,60.0,17.97,380.66,55000.0,31.55,660.0,13.0,79.1,55.0,D,RENT,debt_consolidation,Not Verified,7,0.2727,0.0831,1
16000.0,36.0,7.91,500.72,97000.0,17.17,735.0,14.0,49.1,27.0,A,MORTGAGE,credit_card,Not Verified,10_plus,0.1649,0.0619,0
6000.0,36.0,10.78,195.81,30000.0,8.16,705.0,6.0,28.2,13.0,B,RENT,debt_consolidation,Not Verified,5,0.2,0.0783,0
17500.0,36.0,5.32,527.01,100000.0,16.55,755.0,6.0,54.0,16.0,A,OWN,credit_card,Not Verified,10_plus,0.175,0.0632,0
2000.0,36.0,13.99,68.35,46000.0,25.18,670.0,13.0,54.0,14.0,C,RENT,other,Not Verified,lt_1,0.0435,0.0178,0
23000.0,36.0,8.49,725.95,100000.0,12.35,675.0,8.0,66.8,18.0,B,OWN,credit_card,Not Verified,3,0.23,0.0871,0
26000.0,36.0,22.45,999.02,52000.0,23.19,695.0,8.0,45.0,18.0,F,MORTGAGE,debt_consolidation,Verified,8,0.5,0.2305,1
10000.0,36.0,15.77,350.44,32000.0,38.3,665.0,14.0,26.4,41.0,D,RENT,debt_consolidation,Not Verified,10_plus,0.3125,0.1314,0
13725.0,36.0,12.88,461.66,105000.0,6.05,665.0,2.0,9.9,5.0,C,RENT,other,Source Verified,3,0.1307,0.0528,1
9675.0,36.0,11.48,318.96,70000.0,30.71,675.0,17.0,73.5,31.0,B,MORTGAGE,home_improvement,Not Verified,10_plus,0.1382,0.0547,0
35000.0,36.0,14.85,1210.72,155000.0,20.02,670.0,20.0,68.3,50.0,C,MORTGAGE,credit_card,Verified,10_plus,0.2258,0.0937,0
12000.0,36.0,14.85,415.11,39500.0,21.76,705.0,17.0,56.3,27.0,C,OWN,debt_consolidation,Verified,10_plus,0.3038,0.1261,0
16000.0,60.0,13.44,367.67,80000.0,7.26,670.0,12.0,45.5,36.0,C,MORTGAGE,debt_consolidation,Source Verified,4,0.2,0.0552,0
20000.0,36.0,16.59,708.99,75000.0,30.1,660.0,16.0,67.8,25.0,D,MORTGAGE,debt_consolidation,Verified,3,0.2667,0.1134,0
10000.0,36.0,10.78,326.35,45000.0,20.37,665.0,11.0,79.4,12.0,B,RENT,credit_card,Source Verified,8,0.2222,0.087,0
4200.0,36.0,9.17,133.9,100000.0,13.2,670.0,6.0,71.9,18.0,B,MORTGAGE,debt_consolidation,Not Verified,10_plus,0.042,0.0161,0
20000.0,36.0,9.17,637.58,101000.0,36.23,755.0,13.0,37.9,37.0,B,OWN,debt_consolidation,Not Verified,10_plus,0.198,0.0758,0
10000.0,36.0,9.17,318.79,81000.0,21.84,705.0,7.0,94.1,23.0,B,MORTGAGE,debt_consolidation,Not Verified,10_plus,0.1235,0.0472,0
12000.0,60.0,10.78,259.6,60000.0,21.86,745.0,7.0,61.8,30.0,B,MORTGAGE,debt_consolidation,Not Verified,7,0.2,0.0519,0
